filepath,relative_path,device_type,damage_status,top_level_folder,has_damage_label,has_device_type_label,device_type_label_source,is_defect_folder,is_standard_device_image,is_defect_challenge,is_augmented,source_relative_path
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_113.jpg,device 2/3_aug_113.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_114.jpg,device 2/3_1_aug_114.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_115.jpg,device 2/1_aug_115.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_116.jpg,device 2/1_1_aug_116.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_117.jpg,device 2/2_aug_117.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_118.jpg,device 2/2_1_aug_118.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_119.jpg,device 2/3_aug_119.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_120.jpg,device 2/3_1_aug_120.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_121.jpg,device 2/1_aug_121.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_122.jpg,device 2/1_1_aug_122.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_123.jpg,device 2/2_aug_123.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_124.jpg,device 2/2_1_aug_124.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_125.jpg,device 2/3_aug_125.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_126.jpg,device 2/3_1_aug_126.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_127.jpg,device 2/1_aug_127.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_128.jpg,device 2/1_1_aug_128.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_129.jpg,device 2/2_aug_129.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_130.jpg,device 2/2_1_aug_130.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_131.jpg,device 2/3_aug_131.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_132.jpg,device 2/3_1_aug_132.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_133.jpg,device 2/1_aug_133.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_134.jpg,device 2/1_1_aug_134.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_135.jpg,device 2/2_aug_135.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_136.jpg,device 2/2_1_aug_136.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_137.jpg,device 2/3_aug_137.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_138.jpg,device 2/3_1_aug_138.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_139.jpg,device 2/1_aug_139.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_140.jpg,device 2/1_1_aug_140.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_141.jpg,device 2/2_aug_141.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_142.jpg,device 2/2_1_aug_142.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_143.jpg,device 2/3_aug_143.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_144.jpg,device 2/3_1_aug_144.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_145.jpg,device 2/1_aug_145.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_146.jpg,device 2/1_1_aug_146.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_147.jpg,device 2/2_aug_147.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_148.jpg,device 2/2_1_aug_148.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_149.jpg,device 2/3_aug_149.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_150.jpg,device 2/3_1_aug_150.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_151.jpg,device 2/1_aug_151.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_152.jpg,device 2/1_1_aug_152.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_153.jpg,device 2/2_aug_153.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_154.jpg,device 2/2_1_aug_154.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_155.jpg,device 2/3_aug_155.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_156.jpg,device 2/3_1_aug_156.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_157.jpg,device 2/1_aug_157.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_158.jpg,device 2/1_1_aug_158.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_159.jpg,device 2/2_aug_159.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_160.jpg,device 2/2_1_aug_160.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_161.jpg,device 2/3_aug_161.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_162.jpg,device 2/3_1_aug_162.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_163.jpg,device 2/1_aug_163.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_164.jpg,device 2/1_1_aug_164.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_165.jpg,device 2/2_aug_165.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_166.jpg,device 2/2_1_aug_166.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_167.jpg,device 2/3_aug_167.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_168.jpg,device 2/3_1_aug_168.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_169.jpg,device 2/1_aug_169.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_170.jpg,device 2/1_1_aug_170.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_171.jpg,device 2/2_aug_171.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_172.jpg,device 2/2_1_aug_172.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_173.jpg,device 2/3_aug_173.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_174.jpg,device 2/3_1_aug_174.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_175.jpg,device 2/1_aug_175.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_176.jpg,device 2/1_1_aug_176.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_177.jpg,device 2/2_aug_177.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_178.jpg,device 2/2_1_aug_178.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_179.jpg,device 2/3_aug_179.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_180.jpg,device 2/3_1_aug_180.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_181.jpg,device 2/1_aug_181.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_182.jpg,device 2/1_1_aug_182.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_183.jpg,device 2/2_aug_183.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_184.jpg,device 2/2_1_aug_184.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_185.jpg,device 2/3_aug_185.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_186.jpg,device 2/3_1_aug_186.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_187.jpg,device 2/1_aug_187.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_188.jpg,device 2/1_1_aug_188.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_189.jpg,device 2/2_aug_189.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_190.jpg,device 2/2_1_aug_190.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_191.jpg,device 2/3_aug_191.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_192.jpg,device 2/3_1_aug_192.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_193.jpg,device 2/1_aug_193.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_194.jpg,device 2/1_1_aug_194.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_195.jpg,device 2/2_aug_195.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_196.jpg,device 2/2_1_aug_196.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_197.jpg,device 2/3_aug_197.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_198.jpg,device 2/3_1_aug_198.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_199.jpg,device 2/1_aug_199.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_200.jpg,device 2/1_1_aug_200.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_201.jpg,device 2/2_aug_201.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_202.jpg,device 2/2_1_aug_202.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_203.jpg,device 2/3_aug_203.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_204.jpg,device 2/3_1_aug_204.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_205.jpg,device 2/1_aug_205.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_206.jpg,device 2/1_1_aug_206.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_207.jpg,device 2/2_aug_207.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_208.jpg,device 2/2_1_aug_208.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_209.jpg,device 2/3_aug_209.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_210.jpg,device 2/3_1_aug_210.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_211.jpg,device 2/1_aug_211.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_212.jpg,device 2/1_1_aug_212.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_213.jpg,device 2/2_aug_213.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_214.jpg,device 2/2_1_aug_214.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_215.jpg,device 2/3_aug_215.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_216.jpg,device 2/3_1_aug_216.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_217.jpg,device 2/1_aug_217.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_218.jpg,device 2/1_1_aug_218.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_219.jpg,device 2/2_aug_219.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_220.jpg,device 2/2_1_aug_220.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_221.jpg,device 2/3_aug_221.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_222.jpg,device 2/3_1_aug_222.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_223.jpg,device 2/1_aug_223.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_224.jpg,device 2/1_1_aug_224.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_225.jpg,device 2/2_aug_225.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_226.jpg,device 2/2_1_aug_226.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_227.jpg,device 2/3_aug_227.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_1_aug_228.jpg,device 2/3_1_aug_228.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_aug_229.jpg,device 2/1_aug_229.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\1_1_aug_230.jpg,device 2/1_1_aug_230.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/1_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_aug_231.jpg,device 2/2_aug_231.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\2_1_aug_232.jpg,device 2/2_1_aug_232.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/2_1.png
C:\Users\k-12outreach\summercamp_josephyup\summer-workshop-josephyup\Augmented_Device_Images\device 2\3_aug_233.jpg,device 2/3_aug_233.jpg,device 2,Not-Damaged,device 2,True,,,False,True,False,True,device 2/3.png
